"coalesce","takedown_success_rate","tkd_per_match","tkd_per_match-2","successful_count","successful_count-2","successful_count-3","single_leg_success_rate","single_leg_success_rate-2"
34430,0.14,2.0,2.0,1,NULL,NULL,NULL,NULL
34524,0.0,0,0,NULL,NULL,NULL,NULL,NULL
34566,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
34937,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
34944,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
34989,0.33,0.5,1.0,1,1,NULL,1.0,NULL
34992,0.2,3.0,2.0,1,1,NULL,0.33,NULL
34995,0.0,0,0,NULL,NULL,NULL,NULL,NULL
35032,0.17,2.0,4.0,1,NULL,1,NULL,0.5
35052,0.0,0,0,NULL,NULL,NULL,NULL,NULL
35069,0.0,0,0,NULL,NULL,NULL,NULL,NULL
35196,0.0,0,0,NULL,NULL,NULL,NULL,NULL
35258,0.17,4.0,2.0,1,1,NULL,0.17,NULL
35285,1.0,1.0,2.0,1,NULL,NULL,NULL,NULL
35464,0.0,0.5,0,NULL,NULL,NULL,NULL,NULL
35504,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
35525,0.0,0,0,NULL,NULL,NULL,NULL,NULL
35556,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
35560,0.0,0,0,NULL,NULL,NULL,NULL,NULL
35581,0.0,0,0,NULL,NULL,NULL,NULL,NULL
35694,0.0,0,0,NULL,NULL,NULL,NULL,NULL
35734,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
35739,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
35940,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
35983,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
36102,0.0,0,0,NULL,NULL,NULL,NULL,NULL
36236,0.5,1.0,4.0,1,NULL,NULL,NULL,NULL
36300,0.0,0,0,NULL,NULL,NULL,NULL,NULL
36316,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
36336,0.0,0,0,NULL,NULL,NULL,NULL,NULL
36725,0.0,0,0,NULL,NULL,NULL,NULL,NULL
36846,1.0,1.0,2.0,1,NULL,NULL,NULL,NULL
36847,0.0,0,0,NULL,NULL,NULL,NULL,NULL
36866,0.0,0,0,NULL,NULL,NULL,NULL,NULL
36878,0.0,0,0,NULL,NULL,NULL,NULL,NULL
36983,0.0,0,0,NULL,NULL,NULL,NULL,NULL
37134,1.0,1.0,1.0,1,NULL,1,NULL,1.0
37137,1.0,1.0,1.0,1,1,NULL,1.0,NULL
37139,0.67,2.0,0.0,2,2,NULL,0.67,NULL
22683,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22682,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22680,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27612,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22678,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27650,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22667,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22657,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27738,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27743,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27827,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27829,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27830,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27831,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22656,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22654,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22648,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22645,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27843,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27844,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22644,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22643,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27893,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22632,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27912,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22627,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22622,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22615,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22612,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22608,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22599,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27930,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27931,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22593,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27936,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22579,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22571,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22567,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22542,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22524,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22508,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22450,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22446,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22440,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22439,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22437,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22432,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22431,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22398,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22323,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22322,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22313,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22305,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22299,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28023,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28028,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22275,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22266,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28034,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22264,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28039,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28040,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22263,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22254,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22245,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22232,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28051,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22224,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22212,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22177,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28057,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22142,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22140,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28061,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28062,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28063,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22052,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22049,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28066,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28067,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28068,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22032,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22028,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28106,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21980,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21977,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21976,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28189,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21910,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21885,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21822,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28211,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28212,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21821,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21816,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21815,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21808,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21797,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21794,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21791,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21778,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21756,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28274,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21755,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21752,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21721,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21717,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21702,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28305,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21689,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21676,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21652,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21651,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28342,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28345,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21650,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21649,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21644,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21642,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28365,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21641,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21640,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21637,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21633,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21623,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28419,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21620,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28432,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28436,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28437,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21603,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21595,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21593,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28446,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28448,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28449,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21590,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28618,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21589,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21583,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21580,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21578,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28768,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28772,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21576,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28774,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21571,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28780,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28781,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21561,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28784,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28786,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28787,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28788,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21530,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21527,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21522,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21441,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21426,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21316,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20922,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20810,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20808,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28840,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20793,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28843,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20788,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20786,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20784,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20780,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20775,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20769,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20753,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28888,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20676,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20548,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20546,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20542,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20540,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20502,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20495,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20431,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28914,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20333,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20317,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20282,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20272,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20269,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20265,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20248,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20236,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20235,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20225,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20224,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20219,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20211,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28979,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20207,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
28992,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20204,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20202,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20129,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29002,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20127,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20124,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29024,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29028,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20113,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20110,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29032,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20107,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20104,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29150,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29156,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29164,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29165,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29191,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29210,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29223,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29228,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29263,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29264,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29281,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29285,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29342,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29353,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29396,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29440,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29513,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29534,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29536,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29537,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29542,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29556,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29558,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29591,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29592,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29615,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29616,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29667,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29699,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29727,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29758,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29764,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29955,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29956,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
29958,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30039,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30044,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30046,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30054,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30070,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30074,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30075,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30093,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30100,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30143,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30151,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30170,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30172,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30173,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30189,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30194,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30195,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30214,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30221,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30224,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30250,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30253,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30255,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30258,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30278,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30279,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30452,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30536,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30541,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30543,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30636,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30772,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30780,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30946,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30965,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
30977,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31005,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31006,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31009,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31011,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31092,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31112,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31375,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31855,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31878,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31902,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31936,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31938,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31943,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31973,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
31987,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32249,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32325,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32330,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32478,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32490,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32491,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32508,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32529,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32536,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32618,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32619,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32623,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32624,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32626,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32636,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32647,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
32656,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
33060,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
33697,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
33962,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
33998,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
34071,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
34083,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
34340,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
34460,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
34476,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
34664,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
34724,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
34779,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
34901,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
34948,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
34957,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35023,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35041,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35046,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35056,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35072,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35451,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35452,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35455,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35485,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35499,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35505,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35508,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35513,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35589,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35601,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35662,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35705,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35724,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35766,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35825,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35888,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35931,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35948,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35963,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35969,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35971,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
35984,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36226,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36244,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36252,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36305,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36307,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36319,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36329,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36330,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36331,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36371,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36384,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36563,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36691,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36855,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36861,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36870,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36894,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
36914,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
37116,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
37135,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
37136,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
37138,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
27505,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
27490,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
27489,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27612,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27487,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
